Source page: http://www.houstontexans.com/team/roster.html,,,,,,,,
name_link,name_link/_text,number,pos_value,ht_number,wt_number,age_number,exp_value,college_value
http://www.houstontexans.com/team/roster/Andre-Hal/d900bc46-5385-4258-b2a6-9ae6d2616780,"Hal, Andre",29,DB,5; 10,188,23,2,Vanderbilt
http://www.houstontexans.com/team/roster/Kenny-Hilliard/52e9e56c-c3a2-4c7b-b8e3-ce8ba00015d0,"Hilliard, Kenny",38,RB,5; 11,226,23,R,LSU
http://www.houstontexans.com/team/roster/DeAndre-Hopkins/e54cd60c-eb9c-49a7-b849-1aa49131f11b,"Hopkins, DeAndre",10,WR,6; 1,207,23,3,Clemson
http://www.houstontexans.com/team/roster/Brian-Hoyer/0530e11a-1fee-4a55-b43d-c9c35228944a,"Hoyer, Brian",7,QB,6; 2,215,29,7,Michigan State
http://www.houstontexans.com/team/roster/Brandon-Ivory/2f6c6d88-baff-4821-ad4e-8c529c6dad99,"Ivory, Brandon",69,DT,6; 4,308,23,R,Alabama
http://www.houstontexans.com/team/roster/Kareem-Jackson/9b2f316d-0327-4b82-946d-cb503138851b,"Jackson, Kareem",25,DB,5; 10,188,27,6,Alabama
http://www.houstontexans.com/team/roster/Charles-James/bde62503-f5a1-443c-b45c-af03a42549be,"James, Charles",31,DB,5; 9,179,25,2,Charleston Southern
http://www.houstontexans.com/team/roster/Damaris-Johnson/63b2f5bc-8c58-4041-8650-c17737d9ec4d,"Johnson, Damaris",13,WR,5; 8,175,25,4,Tulsa
http://www.houstontexans.com/team/roster/Kevin-Johnson/2d1b3667-f8b7-4556-b059-8c64d8c088e4,"Johnson, Kevin",30,CB,6; 0,188,22,R,Wake Forest
http://www.houstontexans.com/team/roster/Will-Johnson/e49ebbec-16c4-45c3-83c4-908b49c375c2,"Johnson, Will",8,P,6; 2,206,22,R,Texas State
http://www.houstontexans.com/team/roster/Ben-Jones/e1fd3887-a5fc-48d6-8e30-8c8513793580,"Jones, Ben",60,C,6; 3,308,25,4,Georgia
http://www.houstontexans.com/team/roster/Johnathan-Joseph/ee63a252-e111-4a35-81b0-fbde3bfa9d14,"Joseph, Johnathan",24,CB,5; 11,188,31,10,South Carolina
http://www.houstontexans.com/team/roster/Travis-Labhart/61afb85a-3e99-48d8-9080-eef4bbbf8ccf,"Labhart, Travis",19,WR,5; 9,182,24,1,Texas A&M
http://www.houstontexans.com/team/roster/Kendall-Lamm/2a1da4d3-176a-4e4d-9a4d-f057a42ffc46,"Lamm, Kendall",63,T,6; 6,305,23,R,Appalachian State
